route_code,cyclenumber,unlockedat,unlockedattime,lockedat,lockedattime,startstationname,endstationname,rfidnumber,length,DurationMinutes,CycleType,costs,Membership
1563513055079,2045,2019-07-19,08:10:55,2019-07-19,08:14:42,Pirogovi plats,Näituse,RFID Card,0.9,3.79,Pedelec,0.0,Free Membership (with bus card)
1563513122032,2616,2019-07-19,08:12:02,2019-07-19,08:17:27,Soola,Roosi,RFID Card,1.02,5.42,Bike,0.0,Free Membership (with bus card)
1563513135199,2380,2019-07-19,08:12:15,2019-07-19,08:23:41,Tarmeko,Pirogovi plats,Mobile App,2.46,11.45,Pedelec,0.0,3-Month Free Membership
1563513185119,2090,2019-07-19,08:13:05,2019-07-19,08:20:51,Papli,Magistri,RFID Card,1.46,7.77,Pedelec,0.0,Free Membership (with bus card)
1563513229586,2655,2019-07-19,08:13:49,2019-07-19,08:17:11,Uueturu,Soola,RFID Card,0.4,3.37,Bike,0.0,Free Membership (with bus card)
1563513231051,2609,2019-07-19,08:13:51,2019-07-19,08:23:18,Roosi,Vanemuise park,Mobile App,1.68,9.45,Bike,0.0,3 month free membership
1563513250525,2260,2019-07-19,08:14:10,2019-07-19,08:22:09,Kannikese,J. Hurda,Mobile App,2.17,7.98,Pedelec,0.0,3-Month Free Membership
1563513278094,2124,2019-07-19,08:14:38,2019-07-19,08:25:47,Annelinna kiir,Papli,Mobile App,2.05,11.15,Pedelec,0.0,3 month free membership
1563513319666,2233,2019-07-19,08:15:19,2019-07-19,08:47:01,Kuu,Riiamäe,RFID Card,3.87,31.69,Pedelec,0.0,Free Membership (with bus card)
1563513350089,2103,2019-07-19,08:15:50,2019-07-19,08:27:11,Rahu,AHHAA,Mobile App,3.1,11.35,Pedelec,0.0,3 month free membership
1563513486747,2655,2019-07-19,08:18:06,2019-07-19,08:36:20,Soola,Kuu,RFID Card,1.69,18.23,Bike,0.0,Free Membership (with bus card)
1563513507778,2454,2019-07-19,08:18:27,2019-07-19,08:22:02,Annelinna gümnaasium,Anne saun,RFID Card,1.13,3.59,Pedelec,0.0,Free Membership (with bus card)
1563513550505,2616,2019-07-19,08:19:10,2019-07-19,08:26:49,Roosi,ERM,RFID Card,1.54,7.65,Bike,0.0,Free Membership (with bus card)
1563513585424,2154,2019-07-19,08:19:45,2019-07-19,08:27:45,Ränilinn,Kopli,Mobile App,2.42,7.99,Pedelec,0.0,3 month free membership
1563513586482,2504,2019-07-19,08:19:46,2019-07-19,08:27:03,Tamme gümnaasium,Raudteejaam,Mobile App,2.26,7.29,Pedelec,0.0,Free Membership (with bus card)
1563513678968,2641,2019-07-19,08:21:18,2019-07-19,08:25:37,Aleksandri,Pargi,RFID Card,0.9,4.3,Bike,0.0,3-Month Free Membership
1563513733178,2620,2019-07-19,08:22:13,2019-07-19,08:32:12,Veeriku,Soola,RFID Card,2.82,9.98,Pedelec,0.0,Free Membership (with bus card)
1563513742289,2454,2019-07-19,08:22:22,2019-07-19,08:29:55,Anne saun,Soola,RFID Card,1.69,7.56,Pedelec,0.0,1 Year Membership
1563513756979,2259,2019-07-19,08:22:36,2019-07-19,09:08:13,Annelinn,Undetermined,RFID Card,1.23,45.6,Pedelec,0.0,Free Membership (with bus card)
1563513816160,2586,2019-07-19,08:23:36,2019-07-19,08:39:26,Kuu,Kuu,Mobile App,2.76,15.84,Bike,0.0,3 month free membership
1563513836374,2609,2019-07-19,08:23:56,2019-07-19,08:26:49,Vanemuise park,TÜ raamatukogu,Mobile App,0.77,2.89,Bike,0.0,3-Month Free Membership
1563513952681,2343,2019-07-19,08:25:52,2019-07-19,08:26:42,Pargi,Pargi,RFID Card,0.03,0.83,Pedelec,0.0,3-Month Free Membership
1563513973671,2428,2019-07-19,08:26:13,2019-07-19,08:33:13,Papli,Uueturu,Mobile App,1.37,7.0,Pedelec,0.0,3 month free membership
1563513985453,2207,2019-07-19,08:26:25,2019-07-19,08:38:40,Raudteejaam,Rahu,Mobile App,2.63,12.25,Pedelec,0.0,3-Month Free Membership
1563514009474,2394,2019-07-19,08:26:49,2019-07-19,08:33:58,Eeden,Tarmeko,Mobile App,2.02,7.15,Pedelec,0.0,3 month free membership
1563514014226,2641,2019-07-19,08:26:54,2019-07-19,08:29:30,Pargi,Kuu,RFID Card,0.52,2.61,Bike,0.0,3-Month Free Membership
1563514050305,2365,2019-07-19,08:27:30,2019-07-19,08:30:56,Raja,Maarjamõisa,Mobile App,1.24,3.43,Pedelec,0.0,3 month free membership
1563514071444,2735,2019-07-19,08:27:51,2019-07-19,08:31:19,Uueturu,Roosi,Mobile App,0.82,3.46,Bike,0.0,3 month free membership
1563514085405,2124,2019-07-19,08:28:05,2019-07-19,08:34:05,Papli,Uueturu,Mobile App,1.27,6.0,Pedelec,0.0,Free Membership (with bus card)
1563514088257,2185,2019-07-19,08:28:08,2019-07-19,08:36:24,Annelinn,Soola,Mobile App,2.59,8.27,Pedelec,0.0,3 month free membership
1563514095544,2478,2019-07-19,08:28:15,2019-07-19,08:38:03,Annelinn,Turusild,Mobile App,1.65,9.81,Pedelec,0.0,3 month free membership
1563514129101,2740,2019-07-19,08:28:49,2019-07-19,08:35:19,Raatuse,Uueturu,Mobile App,0.87,6.5,Bike,0.0,1-month Free Membership
1563514184017,2058,2019-07-19,08:29:44,2019-07-19,08:43:32,ERM,Veeriku,Mobile App,3.82,13.8,Pedelec,0.0,1 YEAR MEMBERSHIP
1563514191324,2126,2019-07-19,08:29:51,2019-07-19,08:47:42,Vanemuise park,Raatuse kool,Mobile App,2.85,17.85,Pedelec,0.0,3-Month Free Membership
1563514193561,2239,2019-07-19,08:29:53,2019-07-19,08:35:42,Kuu,Rahu,RFID Card,1.7,5.82,Pedelec,0.0,3-Month Free Membership
1563514217492,2178,2019-07-19,08:30:17,2019-07-19,08:37:16,Tarmeko,Uueturu,Mobile App,2.03,6.98,Pedelec,0.0,3 month free membership
1563514263904,2211,2019-07-19,08:31:03,2019-07-19,08:43:44,Tarmeko,Sõpruse sild,Mobile App,2.7,12.67,Pedelec,0.0,Free Membership (with bus card)
1563514282387,2662,2019-07-19,08:31:22,2019-07-19,08:43:09,Kalda tee,Aleksandri,RFID Card,1.92,11.79,Bike,0.0,Free Membership (with bus card)
1563514328702,2735,2019-07-19,08:32:08,2019-07-19,08:38:27,Roosi,ERM,Mobile App,1.57,6.31,Bike,0.0,3 month free membership
1563514466559,2174,2019-07-19,08:34:26,2019-07-19,08:44:23,ERM,Uueturu,RFID Card,2.56,9.94,Pedelec,0.0,Free Membership (with bus card)
1563514466722,2396,2019-07-19,08:34:26,2019-07-19,08:47:50,Mõisavahe,Turusild,RFID Card,2.85,13.39,Pedelec,0.0,3-Month Free Membership
1563514509696,2613,2019-07-19,08:35:09,2019-07-19,08:53:30,Kalda tee,Roosi,Mobile App,2.15,18.34,Bike,0.0,3 month free membership
1563514546347,2428,2019-07-19,08:35:46,2019-07-19,08:38:59,Uueturu,Raatuse,Mobile App,0.84,3.22,Pedelec,0.0,3 month free membership
1563514617247,2324,2019-07-19,08:36:57,2019-07-19,08:45:02,Aura veekeskus,Aura veekeskus,Mobile App,0.6,8.08,Pedelec,0.0,1-month Free Membership
1563514623908,2260,2019-07-19,08:37:03,2019-07-19,08:43:24,J. Hurda,Aleksandri,Mobile App,1.64,6.34,Pedelec,0.0,3 month free membership
1563514667415,2209,2019-07-19,08:37:47,2019-07-19,08:45:04,Kopli,Rahu,Mobile App,1.89,7.28,Pedelec,0.0,1 WEEK MEMBERSHIP
1563514678461,2504,2019-07-19,08:37:58,2019-07-19,08:41:25,Raudteejaam,TÜ raamatukogu,Mobile App,1.05,3.46,Pedelec,0.0,3 month free membership
1563514681503,2516,2019-07-19,08:38:01,2019-07-19,08:45:02,Kopli,Rahu,Mobile App,1.88,7.01,Pedelec,0.0,1 month free membership
1563514711163,2687,2019-07-19,08:38:31,2019-07-19,08:47:15,Roosi,ERM,Mobile App,1.57,8.74,Bike,0.0,3 month free membership
1563514790489,2428,2019-07-19,08:39:50,2019-07-19,08:42:41,Raatuse,Uueturu,Mobile App,0.84,2.86,Pedelec,0.0,3-Month Free Membership
1563514861154,2093,2019-07-19,08:41:01,2019-07-19,08:54:42,Annelinna kiir,Raatuse,RFID Card,3.65,13.69,Pedelec,0.0,Free Membership (with bus card)
1563514892730,2119,2019-07-19,08:41:32,2019-07-19,08:59:20,Veeriku,Soola,Mobile App,3.82,17.8,Pedelec,0.0,3 month free membership
1563514906061,2742,2019-07-19,08:41:46,2019-07-19,08:53:58,Riiamäe,Sõbra,Mobile App,1.3,12.21,Bike,0.0,3-Month Free Membership
1563514907129,2478,2019-07-19,08:41:47,2019-07-19,08:44:10,Turusild,Soola,RFID Card,0.66,2.39,Pedelec,0.0,3-Month Free Membership
1563514981345,2433,2019-07-19,08:43:01,2019-07-19,08:57:36,Rahu,Vabadussild,Mobile App,3.56,14.59,Pedelec,0.0,3 month free membership
1563515097756,2602,2019-07-19,08:44:57,2019-07-19,08:48:54,Turusild,Soola,RFID Card,0.67,3.95,Bike,0.0,Free Membership (with bus card)
1563515152349,2784,2019-07-19,08:45:52,2019-07-19,08:48:43,Riiamäe,Uueturu,Mobile App,0.66,2.86,Bike,0.0,3 month free membership
1563515192559,2448,2019-07-19,08:46:32,2019-07-19,08:53:48,Kaare,Lossi,Mobile App,2.2,7.26,Pedelec,0.0,1 Week Membership
1563515258421,2616,2019-07-19,08:47:38,2019-07-19,08:57:05,ERM,ERM,Mobile App,0.08,9.45,Bike,0.0,Free Membership (with bus card)
1563515389166,2528,2019-07-19,08:49:49,2019-07-19,09:02:23,Annelinna kiir,Uueturu,Mobile App,3.44,12.57,Pedelec,0.0,Free Membership (with bus card)
1563515487248,2352,2019-07-19,08:51:27,2019-07-19,08:59:23,Tamme gümnaasium,Vanemuise park,Mobile App,2.32,7.94,Pedelec,0.0,3-Month Free Membership
1563515492794,2260,2019-07-19,08:51:32,2019-07-19,09:09:24,Aleksandri,Vabadussild,Mobile App,1.44,17.86,Pedelec,0.0,3 month free membership
1563515584256,2070,2019-07-19,08:53:04,2019-07-19,09:02:40,Torni,Raudteejaam,Mobile App,1.82,9.6,Pedelec,0.0,3-Month Free Membership
1563515663886,2468,2019-07-19,08:54:23,2019-07-19,09:02:19,Sõbra,Kopli,Mobile App,2.12,7.92,Pedelec,0.0,3-Month Free Membership
1563515723760,2229,2019-07-19,08:55:23,2019-07-19,09:05:20,Kopli,W. Ostwaldi,RFID Card,2.57,9.95,Pedelec,0.0,3-Month Free Membership
1563515790695,2711,2019-07-19,08:56:30,2019-07-19,09:02:22,Papli,Soola,RFID Card,1.08,5.86,Bike,0.0,Free Membership (with bus card)
1563515857117,2058,2019-07-19,08:57:37,2019-07-19,09:04:28,Veeriku,Pirogovi plats,RFID Card,1.95,6.85,Pedelec,0.0,3-Month Free Membership
1563515862931,2344,2019-07-19,08:57:42,2019-07-19,09:03:19,Aparaaditehas,TÜ raamatukogu,Mobile App,1.05,5.61,Pedelec,0.0,3 month free membership
1563515915813,2396,2019-07-19,08:58:35,2019-07-19,09:01:56,Turusild,Magistri,Mobile App,1.06,3.35,Pedelec,0.0,3-Month Free Membership
1563515987859,2662,2019-07-19,08:59:47,2019-07-19,09:03:27,Aleksandri,Magistri,Mobile App,0.68,3.66,Bike,0.0,1 month free membership
1563516011466,2564,2019-07-19,09:00:11,2019-07-19,09:05:02,Roosi,Uueturu,Mobile App,0.75,4.85,Bike,0.0,3-Month Free Membership
1563516015908,2613,2019-07-19,09:00:15,2019-07-19,09:05:01,Roosi,Uueturu,Mobile App,0.76,4.76,Bike,0.0,1 YEAR MEMBERSHIP
1563516141716,2155,2019-07-19,09:02:21,2019-07-19,09:13:50,Rahu,Pirogovi plats,Mobile App,2.99,11.48,Pedelec,0.0,3 month free membership
1563516292211,2093,2019-07-19,09:04:52,2019-07-19,09:09:58,Raatuse,Papli,Mobile App,1.11,5.1,Pedelec,0.0,Free Membership (with bus card)
1563516315395,2124,2019-07-19,09:05:15,2019-07-19,09:26:10,Uueturu,Lõunakeskus,Mobile App,3.9,20.93,Pedelec,0.0,1 YEAR MEMBERSHIP
1563516331737,2428,2019-07-19,09:05:31,2019-07-19,09:09:39,Uueturu,Riiamäe,Mobile App,0.65,4.12,Pedelec,0.0,3-Month Free Membership
1563516366577,2659,2019-07-19,09:06:06,2019-07-19,09:13:48,Pargi,Pirogovi plats,Mobile App,1.3,7.69,Bike,0.0,3-Month Free Membership
1563516377189,2266,2019-07-19,09:06:17,2019-07-19,09:12:14,Aura veekeskus,Vabadussild,Mobile App,1.73,5.96,Pedelec,0.0,1 YEAR MEMBERSHIP
1563516381800,2236,2019-07-19,09:06:21,2019-07-19,09:11:53,Sõbra,Uueturu,RFID Card,1.59,5.53,Pedelec,0.0,Free Membership (with bus card)
1563516397162,2244,2019-07-19,09:06:37,2019-07-19,09:10:03,Raudteejaam,Aparaaditehas,Mobile App,0.74,3.44,Pedelec,0.0,3-Month Free Membership
1563516429755,2133,2019-07-19,09:07:09,2019-07-19,09:11:43,Sõbra,Aparaaditehas,RFID Card,0.74,4.56,Pedelec,0.0,3-Month Free Membership
1563516479679,2298,2019-07-19,09:07:59,2019-07-19,09:15:27,Kuu,Aparaaditehas,Mobile App,1.22,7.46,Pedelec,0.0,3 month free membership
1563516486031,2406,2019-07-19,09:08:06,2019-07-19,09:11:58,Sõbra,Aparaaditehas,Mobile App,0.73,3.88,Pedelec,0.0,3-Month Free Membership
1563516498060,2174,2019-07-19,09:08:18,2019-07-19,09:11:50,Uueturu,Rüütli,Mobile App,0.64,3.55,Pedelec,0.0,Free Membership (with bus card)
1563516546031,2686,2019-07-19,09:09:06,2019-07-19,09:16:58,Annelinn,Turusild,Mobile App,1.8,7.87,Bike,0.0,3 month free membership
1563516656359,2244,2019-07-19,09:10:56,2019-07-19,09:23:22,Aparaaditehas,Veeriku,Mobile App,1.58,12.44,Pedelec,0.0,3-Month Free Membership
1563516687663,2119,2019-07-19,09:11:27,2019-07-19,09:17:02,Soola,Pirogovi plats,Mobile App,1.07,5.58,Pedelec,0.0,1-month Free Membership
1563516729759,2259,2019-07-19,09:12:09,2019-07-19,09:24:32,Vabadussild,Sõpruse sild,Mobile App,2.63,12.38,Pedelec,0.0,3-Month Free Membership
1563516747788,2759,2019-07-19,09:12:27,2019-07-19,09:22:05,Annelinn,Aleksandri,Mobile App,2.45,9.63,Bike,0.0,3 month free membership
1563516850681,2749,2019-07-19,09:14:10,2019-07-19,09:24:38,Eeden,Roosi,RFID Card,2.04,10.47,Bike,0.0,Free Membership (with bus card)
1563516942411,2456,2019-07-19,09:15:42,2019-07-19,09:22:06,Tulbi,Raja,Mobile App,0.0,6.4,Pedelec,0.0,3-Month Free Membership
1563516952334,2219,2019-07-19,09:15:52,2019-07-19,09:20:00,Raja,Tamme puiestee,RFID Card,1.18,4.14,Pedelec,0.0,3-Month Free Membership
1563516972731,2180,2019-07-19,09:16:12,2019-07-19,10:09:30,Kannikese,Veeriku,RFID Card,4.34,53.3,Pedelec,0.0,Free Membership (with bus card)
1563516975513,2380,2019-07-19,09:16:15,2019-07-19,10:04:25,Pirogovi plats,Eeden,RFID Card,9.13,48.17,Pedelec,0.0,3-Month Free Membership
1563516976172,2134,2019-07-19,09:16:16,2019-07-19,09:22:15,Näituse,Uueturu,Mobile App,1.32,5.98,Pedelec,0.0,3 month free membership
1563516991823,2453,2019-07-19,09:16:31,2019-07-19,09:26:00,Kaunase puiestee,Raatuse,Mobile App,2.46,9.49,Pedelec,0.0,3-Month Free Membership
1563517011614,2331,2019-07-19,09:16:51,2019-07-19,09:44:20,Ihaste,Soola,Mobile App,5.55,27.49,Pedelec,0.0,3 month free membership
1563517062373,2045,2019-07-19,09:17:42,2019-07-19,10:00:00+00,Näituse,ERM,Mobile App,3.27,42.29,Pedelec,0.0,3-Month Free Membership
1563517100280,2478,2019-07-19,09:18:20,2019-07-19,09:39:21,Soola,Postimaja,Mobile App,5.85,21.01,Pedelec,0.0,3 month free membership
1563517270307,2227,2019-07-19,09:21:10,2019-07-19,09:27:29,Sõpruse sild,Soola,Mobile App,1.51,6.32,Pedelec,0.0,1 month free membership
1563517274526,2076,2019-07-19,09:21:14,2019-07-19,09:24:49,Sõbra,Tarmeko,RFID Card,1.15,3.59,Pedelec,0.0,3-Month Free Membership
1563517276260,2433,2019-07-19,09:21:16,2019-07-19,09:26:27,Vabadussild,Soola,RFID Card,1.34,5.19,Pedelec,0.0,3-Month Free Membership
1563517288958,2269,2019-07-19,09:21:28,2019-07-19,09:35:37,Postimaja,Lõunakeskus,Mobile App,0.0,14.15,Pedelec,0.0,3 month free membership
1563517290333,2316,2019-07-19,09:21:30,2019-07-19,09:22:06,Annelinna kiir,Annelinna kiir,Mobile App,0.02,0.6,Pedelec,0.0,1 month free membership
1563517316392,2451,2019-07-19,09:21:56,2019-07-19,09:38:52,Näituse,ERM,Mobile App,3.72,16.94,Pedelec,0.0,3-Month Free Membership
1563517333213,2454,2019-07-19,09:22:13,2019-07-19,09:28:39,Soola,Pargi,Mobile App,1.07,6.43,Pedelec,0.0,3-Month Free Membership
1563517386043,2516,2019-07-19,09:23:06,2019-07-19,09:36:07,Rahu,Aleksandri,Mobile App,3.16,13.02,Pedelec,0.0,1 Year Membership
1563517388106,2178,2019-07-19,09:23:08,2019-07-19,10:08:26,Uueturu,Uueturu,RFID Card,6.68,45.3,Pedelec,0.0,3-Month Free Membership
1563517507374,2528,2019-07-19,09:25:07,2019-07-19,09:28:32,Uueturu,Rüütli,RFID Card,0.62,3.42,Pedelec,0.0,3-Month Free Membership
1563517585299,2396,2019-07-19,09:26:25,2019-07-19,09:29:04,Magistri,Raatuse,Mobile App,0.53,2.66,Pedelec,0.0,3-Month Free Membership
1563517611255,2433,2019-07-19,09:26:51,2019-07-19,09:44:20,Soola,Lõunakeskus,RFID Card,4.08,17.49,Pedelec,0.0,Free Membership (with bus card)
1563517627740,2620,2019-07-19,09:27:07,2019-07-19,09:44:26,Soola,Lõunakeskus,RFID Card,4.09,17.32,Pedelec,0.0,1-month Free Membership
1563517754416,2239,2019-07-19,09:29:14,2019-07-19,12:03:08,Rahu,Pirogovi plats,RFID Card,10.08,153.9,Pedelec,2.0,Free Membership (with bus card)
1563517767581,2205,2019-07-19,09:29:27,2019-07-19,09:38:02,Rahu,Aleksandri,Mobile App,2.65,8.59,Pedelec,0.0,3-Month Free Membership
1563517775958,2177,2019-07-19,09:29:35,2019-07-19,09:54:12,Tamme staadion,Tarmeko,RFID Card,3.76,24.6,Pedelec,0.0,3-Month Free Membership
1563517823630,2148,2019-07-19,09:30:23,2019-07-19,09:36:58,Tamme kool,Sõbra,RFID Card,1.56,6.57,Pedelec,0.0,3-Month Free Membership
1563517826100,2165,2019-07-19,09:30:26,2019-07-19,09:32:07,Näituse,Näituse,Mobile App,0.01,1.69,Pedelec,0.0,3 month free membership
1563517846251,2104,2019-07-19,09:30:46,2019-07-19,09:38:13,Vahi,ERM,Mobile App,1.59,7.46,Pedelec,0.0,3 month free membership
1563517902818,2171,2019-07-19,09:31:42,2019-07-19,09:36:02,Magistri,Aleksandri,Mobile App,0.69,4.32,Pedelec,0.0,1 month free membership
1563517928213,2213,2019-07-19,09:32:08,2019-07-19,09:42:26,Sõpruse sild,Vabadussild,RFID Card,2.75,10.31,Pedelec,0.0,3-Month Free Membership
1563517948898,2760,2019-07-19,09:32:28,2019-07-19,09:37:24,Näituse,Pirogovi plats,Mobile App,1.14,4.93,Bike,0.0,3 month free membership
1563517972389,2686,2019-07-19,09:32:52,2019-07-19,09:37:23,Turusild,Eeden,Mobile App,0.91,4.52,Bike,0.0,1 Day Membership
1563518000331,2733,2019-07-19,09:33:20,2019-07-19,09:38:49,Papli,Soola,Mobile App,1.23,5.49,Bike,0.0,3 month free membership
1563518002867,2093,2019-07-19,09:33:22,2019-07-19,09:45:34,Papli,Aparaaditehas,Mobile App,2.34,12.2,Pedelec,0.0,3-Month Free Membership
1563518008870,2215,2019-07-19,09:33:28,2019-07-19,09:49:06,Põllu,Torni,RFID Card,4.33,15.62,Pedelec,0.0,Free Membership (with bus card)
1563518063548,2446,2019-07-19,09:34:23,2019-07-19,09:38:42,Raja,Lõunakeskus,RFID Card,0.92,4.31,Pedelec,0.0,1-month Free Membership
1563518129144,2176,2019-07-19,09:35:29,2019-07-19,09:38:13,Vahi,Põllu,Mobile App,0.64,2.73,Pedelec,0.0,1 month free membership
1563518143230,2394,2019-07-19,09:35:43,2019-07-19,09:49:50,Tarmeko,Vanemuise park,Mobile App,3.06,14.12,Pedelec,0.0,3-Month Free Membership
1563518184633,2684,2019-07-19,09:36:24,2019-07-19,11:10:48,Eeden,Rüütli,Mobile App,3.17,94.4,Bike,1.0,3-Month Free Membership
1563518187898,2126,2019-07-19,09:36:27,2019-07-19,10:16:57,Raatuse kool,Pirogovi plats,Mobile App,2.62,40.49,Pedelec,0.0,3 month free membership
1563518191152,2119,2019-07-19,09:36:31,2019-07-19,09:40:37,Pirogovi plats,J. Hurda,Mobile App,0.93,4.1,Pedelec,0.0,3 month free membership
1563518208191,2227,2019-07-19,09:36:48,2019-07-19,09:53:36,Soola,Lõunakeskus,RFID Card,4.05,16.8,Pedelec,0.0,Free Membership (with bus card)
1563518210147,2127,2019-07-19,09:36:50,2019-07-19,09:56:56,Tamme kool,Tamme staadion,Mobile App,2.0,20.11,Pedelec,0.0,3 month free membership
1563518241775,2352,2019-07-19,09:37:21,2019-07-19,09:51:32,Vanemuise park,Lõunakeskus,Mobile App,3.26,14.18,Pedelec,0.0,3 month free membership
1563518322746,2749,2019-07-19,09:38:42,2019-07-19,09:58:06,Roosi,Aparaaditehas,Mobile App,2.21,19.4,Bike,0.0,3-Month Free Membership
1563518328551,2058,2019-07-19,09:38:48,2019-07-19,09:48:09,Pirogovi plats,ERM,Mobile App,2.17,9.35,Pedelec,0.0,3 month free membership
1563518343988,2278,2019-07-19,09:39:03,2019-07-19,09:45:13,Annelinna kiir,Anne saun,Mobile App,1.58,6.16,Pedelec,0.0,3-Month Free Membership
1563518380717,2148,2019-07-19,09:39:40,2019-07-19,09:45:08,Sõbra,Uueturu,RFID Card,1.93,5.46,Pedelec,0.0,3-Month Free Membership
1563518385282,2643,2019-07-19,09:39:45,2019-07-19,09:49:08,Raudteejaam,Maarjamõisa,Mobile App,1.62,9.39,Bike,0.0,1-month Free Membership
1563518402779,2428,2019-07-19,09:40:02,2019-07-19,09:47:12,Riiamäe,Rüütli,Mobile App,1.15,7.17,Pedelec,0.0,Free Membership (with bus card)
1563518436096,2540,2019-07-19,09:40:36,2019-07-19,09:41:45,Tamme gümnaasium,Raja,RFID Card,0.38,1.15,Pedelec,0.0,Free Membership (with bus card)
1563518449510,2233,2019-07-19,09:40:49,2019-07-19,09:57:30,Riiamäe,ERM,Mobile App,3.91,16.68,Pedelec,0.0,Free Membership (with bus card)
1563518645823,2053,2019-07-19,09:44:05,2019-07-19,10:39:34,Maarjamõisa,Kaunase puiestee,Mobile App,5.82,55.48,Pedelec,0.0,3 month free membership
1563518650154,2403,2019-07-19,09:44:10,2019-07-19,10:39:49,Maarjamõisa,Kaunase puiestee,Mobile App,5.84,55.65,Pedelec,0.0,3 month free membership
1563518668881,2686,2019-07-19,09:44:28,2019-07-19,09:48:36,Eeden,Kaunase puiestee,RFID Card,0.82,4.12,Bike,0.0,Free Membership (with bus card)
1563518724513,2070,2019-07-19,09:45:24,2019-07-19,09:50:02,Raudteejaam,K. E. von Baeri,Mobile App,1.25,4.63,Pedelec,0.0,3-Month Free Membership
1563518732509,2454,2019-07-19,09:45:32,2019-07-19,09:58:55,Pargi,Pargi,RFID Card,3.48,13.38,Pedelec,0.0,Free Membership (with bus card)
1563518768230,2280,2019-07-19,09:46:08,2019-07-19,09:59:24,Tulbi,Lõunakeskus,RFID Card,2.58,13.27,Pedelec,0.0,Free Membership (with bus card)
1563518778288,2144,2019-07-19,09:46:18,2019-07-19,10:00:00+00,Sõbra,Karete,Mobile App,2.07,13.7,Pedelec,0.0,3 month free membership
1563518817443,2406,2019-07-19,09:46:57,2019-07-19,09:50:31,Aparaaditehas,Aleksandri,Mobile App,1.2,3.58,Pedelec,0.0,1 month free membership
1563518819725,2260,2019-07-19,09:46:59,2019-07-19,09:55:53,Vabadussild,Uueturu,Mobile App,1.1,8.89,Pedelec,0.0,Free Membership (with bus card)
1563518820677,2213,2019-07-19,09:47:00,2019-07-19,09:56:15,Vabadussild,Uueturu,Mobile App,1.08,9.25,Pedelec,0.0,Free Membership (with bus card)
1563518836040,2528,2019-07-19,09:47:16,2019-07-19,10:43:08,Rüütli,Põllu,Mobile App,3.06,55.87,Pedelec,0.0,3-Month Free Membership
1563518853661,2176,2019-07-19,09:47:33,2019-07-19,10:23:56,Põllu,Põllu,RFID Card,10.16,36.38,Pedelec,0.0,Free Membership (with bus card)
1563518873031,2448,2019-07-19,09:47:53,2019-07-19,09:52:16,Lossi,Vanemuise park,RFID Card,1.1,4.39,Pedelec,0.0,3-Month Free Membership
1563518901494,2232,2019-07-19,09:48:21,2019-07-19,09:55:18,Veeriku,Vabadussild,Mobile App,2.27,6.95,Pedelec,0.0,3-Month Free Membership
1563518905781,2269,2019-07-19,09:48:25,2019-07-19,10:11:41,Lõunakeskus,Tamme puiestee,RFID Card,0.0,23.26,Pedelec,0.0,Free Membership (with bus card)
1563518924293,2172,2019-07-19,09:48:44,2019-07-19,09:52:15,AHHAA,Magistri,Mobile App,0.85,3.51,Pedelec,0.0,3-Month Free Membership
1563518928710,2541,2019-07-19,09:48:48,2019-07-19,09:52:10,AHHAA,Magistri,Mobile App,0.84,3.35,Pedelec,0.0,1 YEAR MEMBERSHIP
1563518969148,2251,2019-07-19,09:49:29,2019-07-19,09:57:14,Kannikese,Maarjamõisa,Mobile App,1.35,7.76,Pedelec,0.0,1 WEEK MEMBERSHIP
1563519028332,2792,2019-07-19,09:50:28,2019-07-19,10:11:33,Aparaaditehas,Raatuse kool,RFID Card,2.9,21.08,Bike,0.0,3-Month Free Membership
1563519036803,2278,2019-07-19,09:50:36,2019-07-19,10:01:19,Anne saun,Annelinna keskus,RFID Card,2.22,10.71,Pedelec,0.0,Free Membership (with bus card)
1563519087249,2070,2019-07-19,09:51:27,2019-07-19,09:53:42,K. E. von Baeri,Pirogovi plats,RFID Card,0.53,2.26,Pedelec,0.0,Free Membership (with bus card)
1563519152501,2266,2019-07-19,09:52:32,2019-07-19,09:55:39,Vabadussild,Ülejõe park,Mobile App,0.67,3.12,Pedelec,0.0,3 month free membership
1563519162035,2432,2019-07-19,09:52:42,2019-07-19,10:01:39,Torni,Roosi,Mobile App,2.71,8.95,Pedelec,0.0,1-month Free Membership
1563519248570,2540,2019-07-19,09:54:08,2019-07-19,09:57:26,Raja,W. Ostwaldi,RFID Card,0.84,3.3,Pedelec,0.0,Free Membership (with bus card)
1563519251451,2516,2019-07-19,09:54:11,2019-07-19,09:57:44,Aleksandri,Riiamäe,Mobile App,0.6,3.55,Pedelec,0.0,3-Month Free Membership
1563519271560,2177,2019-07-19,09:54:31,2019-07-19,10:17:30,Tarmeko,Sepa turg,RFID Card,1.92,22.98,Pedelec,0.0,3-Month Free Membership
1563519291025,2372,2019-07-19,09:54:51,2019-07-19,10:09:41,Põllu,TÜ raamatukogu,Mobile App,3.82,14.85,Pedelec,0.0,Free Membership (with bus card)
1563519294985,2457,2019-07-19,09:54:54,2019-07-19,10:05:45,Ränilinn,Karete,RFID Card,3.08,10.84,Pedelec,0.0,3-Month Free Membership
1563519304468,2146,2019-07-19,09:55:04,2019-07-19,10:02:03,Kuu,Aleksandri,RFID Card,1.73,6.99,Pedelec,0.0,3-Month Free Membership
